method,task_family,task_name,seed,nominal_budget,total_cost,avg_iteration_cost,oob,overshoot,overshoot_ratio,best_score,objective_key,best_objective,best_objective_iteration,best_combined_score,best_combined_score_iteration,best_target_ratio,best_target_ratio_iteration,target_value,success_target,cost_to_target,iteration_to_target,num_iterations,num_generation_calls,num_retry_calls,num_guide_calls,generation_cost_total,retry_cost_total,guide_cost_total,input_tokens_total,output_tokens_total,total_tokens,completion_tokens_total,component_cost_total,generation_completion_tokens_total,generation_cost_fraction,generation_input_tokens_total,generation_output_tokens_total,generation_prompt_tokens_total,generation_total_tokens,guide_completion_tokens_total,guide_cost_fraction,guide_input_tokens_total,guide_output_tokens_total,guide_prompt_tokens_total,guide_total_tokens,prompt_tokens_total,retry_completion_tokens_total,retry_cost_fraction,retry_input_tokens_total,retry_output_tokens_total,retry_prompt_tokens_total,retry_total_tokens
evox,circle_packing,evaluator,,100.0,1.9774044400000002,0.03351532949152543,False,0.0,0.0,0.9969374503466566,sum_radii,2.62693018166344,69,0.9969374503466566,69,0.9969374503466566,69,,False,,,59,58,41,7,1.1879129199999996,0.6897876399999998,0.09970387999999998,438032,722618,1160650,722618,1.9774044399999995,438002,0.6007435282182332,250706,438002,250706,688708,34414,0.05042159205427898,28544,34414,28544,62958,438032,250202,0.3488348797274875,158782,250202,158782,408984
