method,task_family,task_name,seed,nominal_budget,total_cost,avg_iteration_cost,oob,overshoot,overshoot_ratio,best_score,objective_key,best_objective,best_objective_iteration,best_combined_score,best_combined_score_iteration,best_target_ratio,best_target_ratio_iteration,target_value,success_target,cost_to_target,iteration_to_target,num_iterations,num_generation_calls,num_retry_calls,num_guide_calls,generation_cost_total,retry_cost_total,guide_cost_total,input_tokens_total,output_tokens_total,total_tokens,completion_tokens_total,component_cost_total,generation_completion_tokens_total,generation_cost_fraction,generation_input_tokens_total,generation_output_tokens_total,generation_prompt_tokens_total,generation_total_tokens,guide_completion_tokens_total,guide_cost_fraction,guide_input_tokens_total,guide_output_tokens_total,guide_prompt_tokens_total,guide_total_tokens,prompt_tokens_total,retry_completion_tokens_total,retry_cost_fraction,retry_input_tokens_total,retry_output_tokens_total,retry_prompt_tokens_total,retry_total_tokens
costada,circle_packing,evaluator,,1.0,1.19384526,0.0119384526,True,0.19384526000000002,0.19384526000000002,0.9312769427453209,sum_radii,2.4539147441339204,98,0.9312769427453209,98,0.9312769427453209,98,,False,,,100,100,39,2,0.8736280999999998,0.28521483999999997,0.035002319999999996,948923,222009,1170932,222009,1.1938452599999998,162655,0.7317766625802072,693780,162655,693780,856435,11892,0.029318975559696904,10626,11892,10626,22518,948923,47462,0.23890436186009564,244517,47462,244517,291979
